id,title,description,director,country,year,language,image,imdbid
722,THE MOMENT OF TRUTH,"The Moment of Truth(Il momento della verità), from director Francesco Rosi, is a visceral plunge into the life of a famous torero—played by real-life bullfighting legend Miguel Mateo, known as Miguelín. Charting his rise and fall with a single-minded focus on the bloody business at hand, the film is at once gritty and operatic, placing the viewer right in the thick of the ring’s action, as close to death as possible. Like all of the great Italian truth seeker’s films, this is not just an electrifying drama but also a profound and moving inquiry into a violent world—and it’s perhaps the greatest bullfighting movie ever made.",Francesco Rosi,Italy,1965,Italian,https://s3.amazonaws.com/criterion-production/films/b8be211db9c95b290da6ca9de447393a/3zf1EegMQAQ4OdftMWSASg8Ez9Dg3J_large.jpg,0059459
723,MONA LISA,"Writer-director Neil Jordan’s breakthrough film is a brilliant, noir-infused love story. Bob Hoskins (who snagged an Oscar nomination for his performance) plays George, a small-time loser employed as a chauffeur to an enigmatic, high-class call girl. His fascination with her leads him on a dangerous quest through the sordid underbelly of London, where love is a weakness to be exploited and betrayed. Criterion is proud to presentMona Lisain a director-approved special edition.",Neil Jordan,United Kingdom,1986,English,https://s3.amazonaws.com/criterion-production/films/37b36c3a81c47b38aa1616b4559c2efd/u88xwx0Xr837zYpcBsXJpDS50uOtDD_large.jpg,0091538
724,MON ONCLE,"Slapstick prevails again when Jacques Tati’s eccentric, old-fashioned hero, Monsieur Hulot, is set loose in Villa Arpel, the geometric, oppressively ultramodern home of his brother-in-law, and in the antiseptic plastic hose factory where he gets a job. The second Hulot movie and Tati’s first color film,Mon oncleis a supremely amusing satire of mechanized living and consumer society that earned the director the Academy Award for best foreign-language film.",Jacques Tati,France,1958,French,https://s3.amazonaws.com/criterion-production/films/0a436dbf0865b63393c35846b989ba4c/cofkAT1oceBnZHsOyale1NmIJZ2Omj_large.jpg,0050706
725,MON ONCLE ANTOINE,"Claude Jutra''s evocative portrait of a boy''s coming of age in wintry 1940s rural Quebec has been consistently cited by critics and scholars as the greatest Canadian film of all time. Delicate, naturalistic, and tinged with a striking mix of nostalgia and menace,Mon oncle Antoinefollows Benoit, as he first encounters the twin terrors of sex and death, and his fellow villagers, who are living under the thumb of the local asbestos mine owner. Set during one ominous Christmas,Mon oncle Antoineis a holiday film unlike any other, and an authentically detailed illustration of childhood’s twilight.",Claude Jutra,Canada,1971,French,https://s3.amazonaws.com/criterion-production/films/c01567fcc8a39f8e154f50430cc986ce/7oJP4owWJH4wIE4qROgEus6jB0HRFb_large.jpg,0067439
726,MONSIEUR HULOT’S HOLIDAY,"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.",Jacques Tati,France,1953,French,https://s3.amazonaws.com/criterion-production/films/2d61eabe4e6c3f807bf33eb2ca772c5b/Jgz5xA9nzj8AMHZkq936OqiiYrrY1Q_large.jpg,0046487
727,MONSIEUR VERDOUX,"Charlie Chaplin plays shockingly against type in his most controversial film, a brilliant and bleak black comedy about money, marriage, and murder. Chaplin is a twentieth-century bluebeard, an enigmatic family man who goes to extreme lengths to support his wife and child, attempting to bump off a series of wealthy widows (including one played by the indefatigable Martha Raye, in a hilarious performance). This deeply philosophical and wildly entertaining film is a work of true sophistication, both for the moral questions it dares to ask and for the way it deconstructs its megastar’s lovable on-screen persona.",Charles Chaplin,United States,1947,English,https://s3.amazonaws.com/criterion-production/films/441caaad467950ef83c88bdc1b9badcb/yL1YbMO1jXLnbQqg6oOyri2mB2kdj9_large.jpg,0039631
728,MONSOON WEDDING,"Cultures and families clash in Mira Nair’s exuberantMonsoon Wedding,a mix of comedy and chaotic melodrama concerning the preparations for the arranged marriage of a modern upper-middle-class Indian family’s only daughter, Aditi. Of course there are hitches—Aditi has been having an affair with a married TV host; she’s never met her husband to be, who lives in Houston; the wedding has worsened her father’s hidden financial troubles; even the wedding planner has become a nervous wreck—as well as buried family secrets. But Nair’s celebration is ultimately joyful and cathartic: a love song to her home city of Delhi and her own Punjabi family.",Mira Nair,India,2001,"Hindi,                                          Punjabi,                                          English",https://s3.amazonaws.com/criterion-production/films/997a5a96686603b61e03b3ec22fa9681/rrHIBqqA7DOm7hMlMLX0DjRzsyETpF_large.jpg,0265343
729,MONTE CARLO,"Jeanette MacDonald''s independent-minded countess leaves her foppish prince fiancé at the altar, and whisks herself away to the Riviera. There, she strikes the fancy of the sly Count Rudolph (theater veteran Jack Buchanan), who poses as a hairdresser to get into her boudoir. Lubitsch''s follow-up toThe Love Paradeshows even more musical invention, and presents MacDonald at her sexily haughty best.",Ernst Lubitsch,United States,1930,English,https://s3.amazonaws.com/criterion-production/films/8ebace528331b3a51ceb48d056ca84c9/xc5NiKovRL5zDoOsPAKzCIDo1XEKuU_large.jpg,1067774
730,MONTEREY POP,"On a beautiful June weekend in 1967, at the beginning of the Summer of Love, the Monterey International Pop Festival roared forward, capturing a decade’s spirit and ushering in a new era of rock and roll. Monterey featured career-making performances by Jimi Hendrix, Janis Joplin, and Otis Redding, but they were just a few of the performers in a wildly diverse lineup that included Simon and Garfunkel, the Mamas and the Papas, the Who, the Byrds, Hugh Masekela, and the extraordinary Ravi Shankar. With his characteristic vérité style—and a camera crew that included the likes of Albert Maysles and Richard Leacock—D. A. Pennebaker captured it all, immortalizing moments that have become legend: Pete Townshend smashing his guitar, Jimi Hendrixburninghis, Mama Cass watching Janis Joplin’s performance in awe. This fiftieth-anniversary edition presentsMonterey Popin a new 4K restoration.",D. A. Pennebaker,United States,1968,English,https://s3.amazonaws.com/criterion-production/films/1bc8a77a9b2f7a58e889e08691f79d38/Y5ncLoucjsqMLboktsAudYE5HuJ5Eo_large.jpg,0064689
731,MONTY PYTHON’S LIFE OF BRIAN,"After slaying the Arthurian legend in their now classic Holy Grail, the Pythons set their sights on the Greatest Story Ever Told. Blind faith, virgin birth, crucifixion—nothing is sacred in this epic send-up of ancient times, which draws on the cornball biblical blockbusters of the 1950s to lampoon celebrity culture in any era. Criterion has gathered the guilty parties—including John Cleese, Terry Gilliam, Eric Idle, Terry Jones, and Michael Palin—for two commentary tracks as provocative and hilarious as the film itself.",Terry Jones,United Kingdom,1979,English,https://s3.amazonaws.com/criterion-production/films/0945f776cbd0aedef40d8788f93e2a24/DmGZrExFbDqKlQvWY8x9J805tvfkCr_large.jpg,0079470
732,MOONRISE,"A small-town fable about violence and redemption,Moonriseis the final triumph of Frank Borzage, one of Hollywood’s most neglected masters. Stigmatized from infancy by the fate of his criminal father, young Danny (Dane Clark) is bruised and bullied until one night, in a fit of rage, he kills his most persistent tormentor. As the police close in around him, Danny makes a desperate bid for the love of the dead man’s fiancée (Gail Russell), a schoolteacher who sees the wounded soul behind his aggression. With this postwar comeback, Borzage recaptured the inspiration that had animated his long and audacious early career, marrying the lyrical force of his romantic
sensibility with the psychological anguish of film noir, in a stunning vindication of faith in the power of love.",Frank Borzage,United States,1948,English,https://s3.amazonaws.com/criterion-production/films/6362b26b7e32f7f6df2575639bb1a03f/jvFUhqQ0Pq2aKzvZpNdsaCQhK8YOjo_large.jpg,1748122
733,MOONRISE KINGDOM,"An island off the New England coast, summer of 1965. Two twelve-year-olds, Sam and Suzy, fall in love, make a secret pact, and run away together into the wilderness. As local authorities try to hunt them down, a violent storm is brewing offshore . . . Wes Anderson’sMoonrise Kingdomstars Jared Gilman and Kara Hayward as the young couple on the run, Bruce Willis as Island Police Captain Sharp, Edward Norton as Khaki Scout troop leader Scout Master Ward, and Bill Murray and Frances McDormand as Suzy’s attorney parents, Walt and Laura Bishop. The cast also includes Tilda Swinton, Jason Schwartzman, and Bob Balaban. The magical soundtrack features the music of Benjamin Britten.",Wes Anderson,United States,2012,English,https://s3.amazonaws.com/criterion-production/films/e82f5960951c3554ba1381ce6b570f15/k35D2Rz0I35r52OnYZmR6mRSASGTBd_large.jpg,1748122
735,MOROCCO,"With this romantic reverie, Marlene Dietrich made her triumphant debut before American audiences and unveiled the enthralling, insouciant persona that would define her Hollywood collaboration with director Josef von Sternberg. Set on the far side of the world but shot outside Los Angeles,Morocconavigates a labyrinth of melancholy and desire as the cabaret singer Amy Jolly (Dietrich), fleeing her former life, takes her act to the shores of North Africa, where she entertains the overtures of a wealthy man of the world while finding herself increasingly drawn to a strapping legionnaire with a shadowy past of his own (Gary Cooper). Fueled by the smoldering chemistry between its two stars, and shot in dazzling light and seductive shadow, the Oscar-nominatedMoroccois a transfixing exploration of elemental passions.",Josef von Sternberg,United States,1930,English,https://s3.amazonaws.com/criterion-production/films/64453e34ec6d6cea4979fd54ea5aabda/3ubemxXLuguegSXmy2ZOFJynqpoemI_large.jpg,0021156
736,THE MOST BEAUTIFUL,"This portrait of female volunteer workers at an optics plant during World War II, shot on location at the Nippon Kogaku factory, was created with a patriotic agenda. Yet thanks to Akira Kurosawa’s groundbreaking semidocumentary approach,The Most Beautifulis a revealing look at Japanese women of the era and anticipates the aesthetics of Japanese cinema’s postwar social realism.",Akira Kurosawa,Japan,1944,Japanese,https://s3.amazonaws.com/criterion-production/films/192e9b31938fde709293949e1f8dbaed/bMI9dd5UlAm2oxcALuRFqMPNoysrzR_large.jpg,23556906
